lexId,language,speech,nameType,lexSet,lexText,gloss,freqLex,rankLex
1443001,hbo,nmpr,gens,,עֲרַב,Arabs,5,3122
1443002,hbo,adjv,,gntl,דְּדָנִי,Dedanites,1,5715
1443003,hbo,subs,,,כֹּבֶד,heaviness,4,3479
1443004,hbo,subs,,,תְּשֻׁאָה,shouting,4,3479
1443005,hbo,subs,,,מְבוּכָה,confusion,2,4540
1443006,hbo,verb,,,קרר,be cool,3,3915
1443007,hbo,nmpr,gens,,שֹׁועַ,Shoa,2,4540
1443008,hbo,subs,,,אַשְׁפָּה,quiver,6,2866
1443009,hbo,subs,,,בָּקִיעַ,breach,2,4540
1443010,hbo,subs,,,מִקְוָה,reservoir,1,5715
1443011,hbo,subs,,,טַלְטֵלָה,hurling,1,5715
1443012,hbo,verb,,,עטה,grasp,4,3479
1443013,hbo,subs,,,צְנֵפָה,winding,1,5715
1443014,hbo,subs,,,דּוּר,circle,2,4540
1443015,hbo,subs,,,קָלֹון,dishonour,17,1596
1443016,hbo,subs,,,צֶאֱצָאִים,offspring,11,2114
1443017,hbo,subs,,,צְפִיעָה,leaf,1,5715
1443018,hbo,subs,,,סַחַר,gain,7,2659
1443019,hbo,subs,,,קַדְמָה,beginning,6,2866
1443020,hbo,subs,,,כִּנְעָנִי,tradesman,1,5715
1443021,hbo,subs,,,מֵזַח,shipyard,1,5715
1443022,hbo,subs,,,מָעֹזֶן,<uncertain>,1,5715
1443023,hbo,subs,,,בַּחוּן,<uncertain>,1,5715
1443024,hbo,verb,,,ערר,strip,4,3479
1443025,hbo,verb,,,חסן,store,1,5715
1443026,hbo,subs,,,שִׂבְעָה,satiety,6,2866
1443027,hbo,adjv,,,עָתִיק,choice,1,5715
1443028,hbo,verb,,,בלק,waste,2,4540
1443029,hbo,verb,,,חרה,diminish,1,5715
1443030,hbo,subs,,,צְוָחָה,cry,4,3479
1443031,hbo,subs,,,שְׁאִיָּה,desolation,1,5715
1443032,hbo,subs,,,אוּר,light,6,2866
1443033,hbo,subs,,,רָזִי,<uncertain>,2,4540
1443034,hbo,subs,,,בֶּגֶד,treachery,2,4540
1443035,hbo,verb,,,רעע,break,6,2866
1443036,hbo,verb,,,פרר,stir,4,3479
1443037,hbo,subs,,,אֲסֵפָה,<uncertain>,1,5715
1443038,hbo,subs,,,מַסְגֵּר,dungeon,3,3915
1443039,hbo,subs,,,לְבָנָה,full moon,3,3915
1443040,hbo,subs,,,חַמָּה,heat,6,2866
1443041,hbo,subs,,,אֹמֶן,faithfulness,1,5715
1443042,hbo,subs,,,צָיֹון,waterless country,2,4540
1443043,hbo,subs,,,שֶׁמֶר,dregs,5,3122
1443044,hbo,verb,,,מחה,fill with marrow,1,5715
1443045,hbo,verb,,,זקק,filter,7,2659
1443046,hbo,subs,,,מַסֵּכָה,covering,2,4540
1443047,hbo,verb,,,נסך,interweave,1,5715
1443048,hbo,subs,,,מַתְבֵּן,straw-heap,1,5715
1443049,hbo,prep,,,בְּמֹו,in,9,2329
1443050,hbo,subs,,,מַדְמֵנָה,dung-place,1,5715
1443051,hbo,verb,,,שׂחה,swim,3,3915
1443052,hbo,subs,,,אָרְבָּה,<uncertain>,1,5715
1443053,hbo,subs,,,בָּטוּחַ,confident,2,4540
1443054,hbo,subs,,padv,מֵישָׁרִים,uprightness,19,1487
1443055,hbo,subs,,,מַעְגָּל,course,13,1916
1443056,hbo,verb,,,פלס,level,4,3479
1443057,hbo,verb,,,שׁחר,look for,13,1916
1443058,hbo,verb,,,עול,do wrong,2,4540
1443059,hbo,subs,,,קָצוּ,end,3,3915
1443060,hbo,subs,,,לִוְיָתָן,leviathan,6,2866
1443061,hbo,adjv,,,בָּרִחַ,fleeing,3,3915
1443062,hbo,adjv,,,עֲקַלָּתֹון,crooked,1,5715
1443063,hbo,subs,,,חֶמֶד,splendour,6,2866
1443064,hbo,verb,,,פשׂע,step,1,5715
1443065,hbo,verb,,,צות,kindle,1,5715
1443066,hbo,verb,,,שׁרשׁ,root,8,2471
1443067,hbo,subs,,,הֶרֶג,slaughter,5,3122
1443068,hbo,verb,,,סאסא,cry,1,5715
1443069,hbo,verb,,,הגה,expel,3,3915
1443070,hbo,subs,,,גִּר,chalk,1,5715
1443071,hbo,subs,,,קָצִיר,bough,5,3122
1443072,hbo,subs,,,שִׁבֹּלֶת,stream,3,3915
1443073,hbo,subs,,,שַׂעַר,storm,1,5715
1443074,hbo,subs,,,צִיצָה,flower,1,5715
1443075,hbo,subs,,,בִּכּוּרָה,early fig,4,3479
1443076,hbo,subs,,,צְפִירָה,<uncertain>,3,3915
1443077,hbo,subs,,,תִּפְאָרָה,splendour,2,4540
1443078,hbo,subs,,,רֹאֶה,vision,1,5715
1443079,hbo,verb,,,פוק,totter,9,2329
1443080,hbo,subs,,,פְּלִילִיָּה,decision,1,5715
1443081,hbo,adjv,,,עַתִּיק,removed,2,4540
1443082,hbo,subs,,,צַו,<untranslatable>,9,2329
1443083,hbo,subs,,,קַו,<uncertain>,8,2471
1443084,hbo,subs,,,זְעֵיר,little,5,3122
1443085,hbo,subs,,,לָעֵג,stammering,2,4540
1443086,hbo,subs,,,מַרְגֵּעָה,resting place,1,5715
1443087,hbo,subs,,,לָצֹון,boasting,3,3915
1443088,hbo,subs,,,שֹׁוט,spate,3,3915
1443089,hbo,subs,,,בֹּחַן,<type of stone>,1,5715
1443090,hbo,subs,,,יִקְרָה,meeting,1,5715
1443091,hbo,subs,,,מוּסָד,foundation,2,4540
1443092,hbo,verb,,,יעה,sweep,1,5715
1443093,hbo,subs,,,זְוָעָה,trembling,1,5715
1443094,hbo,subs,,,מַצָּע,couch,1,5715
1443095,hbo,verb,,,כנס,gather,11,2114
1443096,hbo,nmpr,topo,,פְּרָצִים,Perazim,1,5715
1443097,hbo,subs,,,מֹוסֵר,band,3,3915
1443098,hbo,verb,,,שׂדד,draw,3,3915
1443099,hbo,subs,,,קֶצַח,black cumin,3,3915
1443100,hbo,subs,,,כַּמֹּן,cumin,3,3915
1443101,hbo,subs,,,שֹׂורָה,<animal>,1,5715
1443102,hbo,verb,,,סמן,<uncertain>,1,5715
1443103,hbo,subs,,,חָרוּץ,threshing instrument,4,3479
1443104,hbo,verb,,,אדשׁ,thresh?,1,5715
1443105,hbo,subs,,,גִּלְגָּל,wheel,1,5715
1443106,hbo,subs,,,תּוּשִׁיָּה,effect,12,2014
1443107,hbo,nmpr,topo,,אֲרִיאֵל,<part of Jerusalem>,5,3122
1443108,hbo,subs,,,תַּאֲנִיָּה,mourning,2,4540
1443109,hbo,subs,,,אֲנִיָּה,mourning,2,4540
1443110,hbo,subs,,,מְצוּרָה,fortification,8,2471
1443111,hbo,subs,,,רַעַם,thunder,6,2866
1443112,hbo,subs,,,צֹבֶה,<uncertain>,1,5715
1443113,hbo,subs,,,מְצֹודָה,net,2,4540
1443114,hbo,adjv,,,שֹׁוקֵק,narrow,2,4540
1443115,hbo,verb,,,עצם,close,2,4540
1443116,hbo,subs,,,מַחְשָׁךְ,dark place,7,2659
1443117,hbo,subs,,,הֵפֶךְ,opposite,3,3915
1443118,hbo,subs,,,אֹפֶל,darkness,9,2329
1443119,hbo,adjv,,,לֵץ,scorner,16,1679
1443120,hbo,verb,,,שׁקד,be wakeful,11,2114
1443121,hbo,verb,,,קושׁ,lay bait,1,5715
1443122,hbo,verb,,,חור,grow pale,1,5715
1443123,hbo,subs,,,מַסֵּכָה,alliance,1,5715
1443124,hbo,subs,,,חָסוּת,refuge,1,5715
1443125,hbo,subs,,,כְּלִמָּה,insult,30,1106
1443126,hbo,nmpr,topo,,חָנֵס,Hanes,1,5715
1443127,hbo,subs,,,לַיִשׁ,lion,3,3915
1443128,hbo,subs,,,אֶפְעֶה,snake,3,3915
1443129,hbo,subs,,,דַּבֶּשֶׁת,hump,1,5715
1443130,hbo,nmpr,topo,,רַהַב,<Egypt>,6,2866
1443131,hbo,adjv,,,כֶּחָשׁ,mendacious,1,5715
1443132,hbo,subs,,,מַהֲתַלֹּות,deceit,1,5715
1443133,hbo,verb,,,לוז,turn aside,6,2866
1443134,hbo,subs,,,מְכִתָּה,crushing,1,5715
1443135,hbo,verb,,,חתה,rake together,3,3915
1443136,hbo,subs,,,יָקוּד,fire-place,1,5715
1443137,hbo,verb,,,חשׂף,strip,9,2329
1443138,hbo,subs,,,גֶּבֶא,ditch,2,4540
1443139,hbo,subs,,,שׁוּבָה,coming back,1,5715
1443140,hbo,subs,,,נַחַת,rest,7,2659
1443141,hbo,subs,,,בִּטְחָה,confidence,1,5715
1443142,hbo,subs,,,תֹּרֶן,mast,3,3915
1443143,hbo,verb,,,כנף,hide,1,5715
1443144,hbo,subs,,,מֹורֶה,teacher,7,2659
1443145,hbo,subs,,,צֵא,dirt,1,5715
1443146,hbo,adjv,,,דָּשֵׁן,fat,3,3915
1443147,hbo,subs,,,כַּר,pasture,3,3915
1443148,hbo,subs,,,בְּלִיל,mash,3,3915
1443149,hbo,subs,,,חָמִיץ,sorrelfodder,1,5715
1443150,hbo,subs,,,רַחַת,winnowing shovel,1,5715
1443151,hbo,subs,,,מִזְרֶה,pitch-fork,2,4540
1443152,hbo,subs,,,פֶּלֶג,division,10,2230
1443153,hbo,subs,,,יָבָל,water-ditch,2,4540
1443154,hbo,subs,,,מַחַץ,breaking,1,5715
1443155,hbo,subs,,,מַשָּׂאָה,lifting up,1,5715
1443156,hbo,subs,,,הֲנָפָה,swing,1,5715
1443157,hbo,subs,,,רֶסֶן,bridle,4,3479
1443158,hbo,subs,,,נַחַת,descent,1,5715
1443159,hbo,subs,,,זַעַף,rage,6,2866
1443160,hbo,subs,,,נֶפֶץ,pattering,1,5715
1443161,hbo,subs,,,מוּסָדָה,foundation,2,4540
1443162,hbo,subs,,,תָּפְתֶּה,<uncertain>,1,5715
1443163,hbo,subs,,,מְדוּרָה,pile,2,4540
1443164,hbo,subs,,,מָגֹור,horror,8,2471
1443165,hbo,subs,,,מַחֲבֵא,hiding-place,1,5715
1443166,hbo,adjv,,,עִלֵּג,stammerer,1,5715
1443167,hbo,subs,,,כִּילַי,<uncertain>,2,4540
1443168,hbo,subs,,,שֹׁועַ,noble,2,4540
1443169,hbo,subs,,,חֹנֶף,alienation,1,5715
1443170,hbo,subs,,,תֹּועָה,confusion,2,4540
1443171,hbo,subs,,,נְדִיבָה,willingness,3,3915
1443172,hbo,subs,,,אֹסֶף,gathering,3,3915
1443173,hbo,subs,,,בַּחַן,watch-tower,1,5715
1443174,hbo,subs,,,מְעָרָה,barren field,1,5715
1443175,hbo,subs,,,מִבְטָח,trust,15,1762
1443176,hbo,verb,,,ברד,hail,1,5715
1443177,hbo,subs,,,שִׁפְלָה,low state,1,5715
1443178,hbo,verb,,,נלה,<uncertain>,1,5715
1443179,hbo,subs,,,רֹומֵמֻת,arising,1,5715
1443180,hbo,subs,,,מַשָּׁק,rushing,1,5715
1443181,hbo,subs,,,גֵּבָה,swarm,1,5715
1443182,hbo,verb,,,שׁקק,rush,4,3479
1443183,hbo,subs,,,חֹסֶן,store,5,3122
1443184,hbo,subs,,,אַרְאֵל,<uncertain>,1,5715
1443185,hbo,subs,,,מִשְׂרְפֹות,burning,2,4540
1443186,hbo,verb,,,כסח,cut off,2,4540
1443187,hbo,subs,,,רְעָדָה,trembling,4,3479
1443188,hbo,subs,,,מֹוקֵד,hearth,1,5715
1443189,hbo,subs,,,מַעֲשַׁקֹּות,extortion,2,4540
1443190,hbo,verb,,,יעז,be insolent,1,5715
1443191,hbo,adjv,,,עָמֵק,unintelligible,3,3915
1443192,hbo,verb,,,צען,pack up,1,5715
1443193,hbo,subs,,,שַׁיִט,oar,1,5715
1443194,hbo,subs,,,בְּאֹשׁ,stench,3,3915
1443195,hbo,subs,,,שִׁלּוּם,reward,3,3915
1443196,hbo,subs,,,סִירָה,hook,5,3122
1443197,hbo,subs,,,קִמֹּושׂ,weed,2,4540
1443198,hbo,subs,,,לִילִית,night-demon,1,5715
1443199,hbo,verb,,,קנן,make nest,5,3122
1443200,hbo,subs,,,קִפֹּוז,<animal>,1,5715
1443201,hbo,verb,,,דגר,<uncertain>,2,4540
1443202,hbo,subs,,,צִיָּה,dry country,16,1679
1443203,hbo,subs,,,חֲבַצֶּלֶת,asphodel,2,4540
1443204,hbo,subs,,,גִּילָה,rejoicing,2,4540
1443205,hbo,subs,,,שָׁרָב,heat,2,4540
1443206,hbo,subs,,,מַבּוּעַ,spring,3,3915
1443207,hbo,subs,,,רֵבֶץ,resting place,4,3479
1443208,hbo,subs,,,חָצִיר,reed,3,3915
1443209,hbo,subs,,,מַסְלוּל,highway,1,5715
1443210,hbo,subs,,,פָּרִיץ,burglar,1,5715
1443211,hbo,subs,,,שָׁחִיס,<uncertain>,1,5715
1443212,hbo,subs,,,דְּמִי,likeness,1,5715
1443213,hbo,subs,,,חֶדֶל,<uncertain>,1,5715
1443214,hbo,subs,,,דֹּור,tent camp,1,5715
1443215,hbo,verb,,,קפד,roll up,1,5715
1443216,hbo,subs,,,דַּלָּה,thread,2,4540
1443217,hbo,subs,,,עָגוּר,bulbul,2,4540
1443218,hbo,subs,,,עָשְׁקָה,oppression,1,5715
1443219,hbo,verb,,,דדה,<uncertain>,2,4540
1443220,hbo,subs,,,שַׁחַת,pit,23,1317
1443221,hbo,subs,,,גֵּו,back,6,2866
1443222,hbo,verb,,,שׂבר,examine,8,2471
1443223,hbo,subs,,,נְגִינָה,music,14,1828
1443224,hbo,verb,,,מרח,rub,1,5715
1443225,hbo,nmpr,pers,,מְרֹדַךְ בַּלְאֲדָן,Merodach-Baladan,1,5715
1443226,hbo,subs,,,כֶּפֶל,double,3,3915
1443227,hbo,subs,,,עָקֹב,something knobby,3,3915
1443228,hbo,subs,,,רֶכֶס,rugged ground,1,5715
1443229,hbo,subs,,,טְלִי,lamb,1,5715
1443230,hbo,subs,,,שָׁלִישׁ,third part,2,4540
1443231,hbo,subs,,,פֶּלֶס,indicator,2,4540
1443232,hbo,subs,,,מַר,drop,1,5715
1443233,hbo,subs,,,רְתֻקֹות,chains,1,5715
1443234,hbo,verb,,,סכן,be poor?,1,5715
1443235,hbo,verb,,,רקב,rot,2,4540
1443236,hbo,subs,,,חוּג,circle,3,3915
1443237,hbo,subs,,,דֹּק,something thin,1,5715
1443238,hbo,verb,,,מתח,spread out,1,5715
1443239,hbo,verb,,,יעף,be weary,9,2329
1443240,hbo,subs,,,עָצְמָה,might,3,3915
1443241,hbo,subs,,,קֹוי,<uncertain>,1,5715
1443242,hbo,subs,,,אֵבֶר,wing,3,3915
1443243,hbo,verb,,,חלק,be smooth,9,2329
1443244,hbo,subs,,,פַּטִּישׁ,hammer,3,3915
1443245,hbo,subs,,,מַסְמֵר,nail,3,3915
1443246,hbo,subs,,,אָצִיל,remote part,1,5715
1443247,hbo,subs,,,מַצֻּת,strife,1,5715
1443248,hbo,adjv,,,פִּיפִיֹּות,double-edged,2,4540
1443249,hbo,subs,,,הֲדַס,myrtle,6,2866
1443250,hbo,subs,,,תִּדְהָר,box tree,2,4540
1443251,hbo,subs,,,תְּאַשּׁוּר,cypress,2,4540
1443252,hbo,subs,,,עֲצֻמֹות,arguments,1,5715
1443253,hbo,subs,,,אָפַע,<uncertain>,1,5715
1443254,hbo,subs,,,סָגָן,prefect,17,1596
1443255,hbo,subs,,,נֵסֶךְ,molten image,4,3479
1443256,hbo,verb,,,צוח,cry,1,5715
1443257,hbo,verb,,,צרח,cry,2,4540
1443258,hbo,verb,,,פעה,groan,1,5715
1443259,hbo,verb,,,נשׁם,pant,1,5715
1443260,hbo,verb,,,שׁאף,gasp,14,1828
1443261,hbo,subs,,,מַעֲקַשִּׁים,rugged country,1,5715
1443262,hbo,verb,,,פחח,be trapped,1,5715
1443263,hbo,subs,,,עֱזוּז,power,3,3915
1443264,hbo,verb,,,כוה,burn,2,4540
1443265,hbo,subs,,,מַעֲרָב,sunset,13,1916
1443266,hbo,adjv,,,עִזּוּז,powerful,2,4540
1443267,hbo,verb,,,דעך,be extinguished,9,2329
1443268,hbo,subs,,,גִּדּוּף,reviling word,2,4540
1443269,hbo,verb,,,כנה,honour,4,3479
1443270,hbo,verb,,,ירה,be stupefied,1,5715
1443271,hbo,subs,,,מַעֲצָד,billhook,2,4540
1443272,hbo,subs,,,פֶּחָם,charcoal,3,3915
1443273,hbo,subs,,,שֶׂרֶד,red chalk,1,5715
1443274,hbo,subs,,,מַקְצֻעָה,wood-scraper,1,5715
1443275,hbo,subs,,,מְחוּגָה,<uncertain>,1,5715
1443276,hbo,subs,,,תִּרְזָה,tree,1,5715
1443277,hbo,subs,,,אֹרֶן,laurel,1,5715
1443278,hbo,verb,,,נשׂק,kindle,3,3915
1443279,hbo,verb,,,סגד,prostrate,4,3479
1443280,hbo,intj,,,הֶאָח,aha,12,2014
1443281,hbo,verb,,,טחח,be besmeared,1,5715
1443282,hbo,subs,,,בּוּל,dry wood,2,4540
1443283,hbo,subs,,,צוּלָה,deep,1,5715
1443284,hbo,nmpr,pers,,כֹּורֶשׁ,Cyrus,15,1762
1443285,hbo,subs,,,הֲדוּרִים,<uncertain>,1,5715
1443286,hbo,subs,,,מִסְתָּר,hiding-place,10,2230
1443287,hbo,subs,,,מַעֲרָבָה,<uncertain>,1,5715
1443288,hbo,verb,,,רעף,trickle,5,3122
1443289,hbo,nmpr,gens,,סְבָאִים,Sabeans,1,5715
1443290,hbo,subs,,,זִקִּים,fetters,4,3479
1443291,hbo,subs,,,צִיר,<uncertain>,1,5715
1443292,hbo,nmpr,pers,,בֵּל,Bel,3,3915
1443293,hbo,verb,,,קרס,bend down,2,4540
1443294,hbo,nmpr,pers,,נְבֹו,Nabu,1,5715
1443295,hbo,subs,,,נְשׂוּאָה,load,1,5715
1443296,hbo,verb,,,זול,lavish,1,5715
1443297,hbo,verb,,,אשׁשׁ,<uncertain>,1,5715
1443298,hbo,subs,,,צַמָּה,veil,4,3479
1443299,hbo,subs,,,שֹׁבֶל,train,1,5715
1443300,hbo,advb,,,דּוּמָם,silently,3,3915
1443301,hbo,adjv,,,עָדִין,voluptuous,1,5715
1443302,hbo,subs,,,שְׁכֹול,loss of children,3,3915
1443303,hbo,subs,,,אַלְמֹן,widowhood,1,5715
1443304,hbo,subs,,,הֹוָה,disaster,3,3915
1443305,hbo,verb,,,הבר,divide,1,5715
1443306,hbo,subs,,,עֹצֶב,idol,1,5715
1443307,hbo,verb,,,חטם,restrain,1,5715
1443308,hbo,verb,,,טפח,spread,1,5715
1443309,hbo,subs,,,מָעָה,grain,1,5715
1443310,hbo,adjv,,,חַד,sharp,4,3479
1443311,hbo,subs,,,מַרְעִית,pasturage,10,2230
1443312,hbo,nmpr,topo,,סִינִים,Aswan,1,5715
1443313,hbo,subs,,,עוּל,suckling,2,4540
1443314,hbo,subs,,,הֲרִיסֻת,ruin,1,5715
1443315,hbo,subs,,,שִׁכֻּלִים,childlessness,1,5715
1443316,hbo,adjv,,,שָׁכוּל,bereaved of children,1,5715
1443317,hbo,adjv,,,גַּלְמוּד,barren,4,3479
1443318,hbo,adjv,,,סוּר,backsliding,3,3915
1443319,hbo,subs,,,חֹצֶן,bosom,3,3915
1443320,hbo,subs,,,יָרִיב,opponent,3,3915
1443321,hbo,subs,,,עָסִיס,juice,5,3122
1443322,hbo,subs,,,קַדְרוּת,darkness,1,5715
1443323,hbo,verb,,,עות,<uncertain>,1,5715
1443324,hbo,subs,,,רֹק,spittle,3,3915
1443325,hbo,subs,,,עָשׁ,moth,6,2866
1443326,hbo,subs,,,זִיקָה,fire-arrow,2,4540
1443327,hbo,subs,,,מַעֲצֵבָה,pain,1,5715
1443328,hbo,subs,,,מַקֶּבֶת,hole,1,5715
1443329,hbo,subs,,,זִמְרָה,melody,4,3479
1443330,hbo,verb,,,מלח,disperse,1,5715
1443331,hbo,subs,,,גִּדּוּפָה,reviling word,2,4540
1443332,hbo,subs,,,סָס,moth,1,5715
1443333,hbo,verb,,,חלל,pierce,7,2659
1443334,hbo,subs,,,מַעֲמַקִּים,depths,5,3122
1443335,hbo,verb,,,צעה,put in chains,5,3122
1443336,hbo,subs,,,קֻבַּעַת,cup,2,4540
1443337,hbo,subs,,,תַּרְעֵלָה,reeling,3,3915
1443338,hbo,subs,,,מִכְמָר,net,2,4540
1443339,hbo,adjv,,,שָׁכֻר,drunk,1,5715
1443340,hbo,verb,,,יגה,grieve,8,2471
1443341,hbo,verb,,,שׁחה,bow down,2,4540
1443342,hbo,subs,,,שְׁבִיָּה,captive,1,5715
1443343,hbo,verb,,,נאה,be lovely,3,3915
1443344,hbo,subs,,,מִשְׁחָת,destruction,1,5715
1443345,hbo,subs,,,יֹונֵק,sapling,1,5715
1443346,hbo,adjv,,,חָדֵל,ceasing,3,3915
1443347,hbo,subs,,,מַסְתֵּר,making hide face,1,5715
1443348,hbo,subs,,,עֹצֶר,restraint,3,3915
1443349,hbo,subs,,,עֲלוּמִים,youth,4,3479
1443350,hbo,subs,,,שֶׁצֶף,flowing,1,5715
1443351,hbo,subs,,,כַּדְכֹּד,ruby,2,4540
1443352,hbo,subs,,,אֶקְדָּח,beryl,1,5715
1443353,hbo,subs,,,מְחִתָּה,terror,11,2114
1443354,hbo,verb,,,גור,attack,6,2866
1443355,hbo,verb,,,מחא,clap,3,3915
1443356,hbo,subs,,,סִרְפַּד,nettle,1,5715
1443357,hbo,verb,,,נבח,bark,1,5715
1443358,hbo,verb,,,הזה,pant,1,5715
1443359,hbo,verb,,,שׁור,descend,2,4540
1443360,hbo,subs,,,רִקֻּחַ,ointment,1,5715
1443361,hbo,subs,,,חַיָּה,life,10,2230
1443362,hbo,subs,,,קִבּוּץ,<uncertain>,1,5715
1443363,hbo,adjv,,,דַּכָּא,crushed,3,3915
1443364,hbo,adjv,,,שֹׁובָב,apostate,3,3915
1443365,hbo,subs,,,נִחֻמִים,comfort,3,3915
1443366,hbo,subs,,,נִיב,fruit,2,4540
1443367,hbo,subs,,,רֶפֶשׁ,sea-weed,1,5715
1443368,hbo,subs,,,קִרְבָה,approach,2,4540
1443369,hbo,subs,,,עַצָּב,<uncertain>,1,5715
1443370,hbo,subs,,,מַצָּה,contention,3,3915
1443371,hbo,verb,,,כפף,bend,5,3122
1443372,hbo,subs,,,חַרְצֹב,fetter,2,4540
1443373,hbo,subs,,,מָרוּד,homelessness,3,3915
1443374,hbo,subs,,,אֲרוּכָה,healing,6,2866
1443375,hbo,verb,,,שׁוע,cry,21,1403
1443376,hbo,subs,,,צַחְצָחָה,scorched land,1,5715
1443377,hbo,verb,,,גאל,pollute,11,2114
1443378,hbo,subs,,,קוּר,thread,2,4540
1443379,hbo,subs,,,עַכָּבִישׁ,spider,2,4540
1443380,hbo,verb,,,עקשׁ,crook,5,3122
1443381,hbo,subs,,,נְגֹהָה,brightness,1,5715
1443382,hbo,verb,,,גשׁשׁ,grope,2,4540
1443383,hbo,subs,,,אַשְׁמַנִּים,<uncertain>,1,5715
1443384,hbo,subs,,,תִּלְבֹּשֶׁת,clothing,1,5715
1443385,hbo,subs,,,זֶרַח,flashing up,1,5715
1443386,hbo,verb,,,נהר,beam,2,4540
1443387,hbo,subs,,,בֵּכֶר,young male camel,1,5715
1443388,hbo,nmpr,topo,,עֵיפָה,Ephah,1,5715
1443389,hbo,subs,,,שֹׁד,breast,3,3915
1443390,hbo,subs,,,מַטָּע,planting,6,2866
1443391,hbo,subs,,,פְּקַח קֹוחַ,opening,1,5715
1443392,hbo,subs,,,מַעֲטֶה,wrap,1,5715
1443393,hbo,subs,,,אִכָּר,farmer,7,2659
1443394,hbo,verb,,,ימר,<uncertain>,2,4540
1443395,hbo,verb,,,יעט,<uncertain>,1,5715
1443396,hbo,verb,,,עדה,adorn,8,2471
1443397,hbo,subs,,,צָנִיף,turban,4,3479
1443398,hbo,subs,,,דֳּמִי,rest,3,3915
1443399,hbo,adjv,,,חָמוּץ,coloured,1,5715
1443400,hbo,subs,,,פּוּרָה,trough,2,4540
1443401,hbo,subs,,,נֵצַח,blood-spout,2,4540
1443402,hbo,subs,,,גְּאוּלִים,avenge,1,5715
1443403,hbo,verb,,,קשׁח,be hard,2,4540
1443404,hbo,subs,,,הֶמֶס,brush-wood,1,5715
1443405,hbo,subs,,,עִדָּה,menstruation,1,5715
1443406,hbo,subs,,,נְצוּרִים,watch-huts,1,5715
1443407,hbo,nmpr,pers,,גַּד,<god of fortune>,1,5715
1443408,hbo,nmpr,pers,,מְנִי,destiny,1,5715
1443409,hbo,subs,,,מִמְסָךְ,mixed wine,2,4540
1443410,hbo,subs,,,הֲדֹם,foot-stool,6,2866
1443411,hbo,subs,,,מְגֹורָה,horror,3,3915
1443412,hbo,verb,,,נדה,exclude,2,4540
1443413,hbo,subs,,,תַּנְחוּמִים,consolation,3,3915
1443414,hbo,verb,,,מצץ,sip,1,5715
1443415,hbo,subs,,,זִיז,udder,1,5715
1443416,hbo,verb,,,סוף,end,4,3479
1443417,hbo,nmpr,gens,,פּוּל,Libyans,1,5715
1443418,hbo,subs,,,כִּרְכָּרָה,dromedary,1,5715
1443419,hbo,subs,,,דֵּרָאֹון,abhorrence,2,4540
1443420,hbo,subs,,,כְּלוּלֹת,bridehood,1,5715
1443421,hbo,subs,,,שׁוּחָה,pit,5,3122
1443422,hbo,verb,,,שׂער,bristle,3,3915
1443423,hbo,nmpr,topo,,תַּחְפַּנְחֵס,Tahpanhes,7,2659
1443424,hbo,subs,,,מְשׁוּבָה,apostasy,12,2014
1443425,hbo,subs,,,פַּחְדָּה,<uncertain>,1,5715
1443426,hbo,subs,,,מֹוסֵרָה,band,8,2471
1443427,hbo,subs,,,נֶתֶר,natron,2,4540
1443428,hbo,subs,,,בֹּרִית,alkaline salt,2,4540
1443429,hbo,verb,,,כתם,defile,1,5715
1443430,hbo,subs,,,בִּכְרָה,young female camel,1,5715
1443431,hbo,verb,,,שׂרך,run aimlessly,1,5715
1443432,hbo,subs,,,תַּאֲנָה,rutting,1,5715
1443433,hbo,subs,,,צִמְאָה,thirst,1,5715
1443434,hbo,subs,,,מַאְפֵּלְיָה,<uncertain>,1,5715
1443435,hbo,verb,,,רוד,roam,3,3915
1443436,hbo,adjv,,,אַלּוּף,familiar,9,2329
1443437,hbo,adjv,,,בָּגֹוד,treacherous,2,4540
1443438,hbo,subs,,,קֹל,lightness,1,5715
1443439,hbo,verb,,,פזר,scatter,10,2230
1443440,hbo,subs,,,תַּחֲנוּן,supplication,18,1543
1443441,hbo,verb,,,ניר,till,2,4540
1443442,hbo,subs,,,נִיר,tilled ground,3,3915
1443443,hbo,subs,,,סְבֹךְ,thicket,2,4540
1443444,hbo,subs,,,עֲנָנָה,rain cloud,2,4540
1443445,hbo,adjv,,,סָכָל,foolish,7,2659
1443446,hbo,subs,,,עָב,thicket,1,5715
1443447,hbo,subs,,,כֵּף,rock,2,4540
1443448,hbo,verb,,,יפה,be beautiful,8,2471
1443449,hbo,verb,,,עגב,desire,7,2659
1443450,hbo,verb,,,יפח,gasp,1,5715
1443451,hbo,verb,,,יזן,be ruttish,1,5715
1443452,hbo,verb,,,שׁכה,be potent,1,5715
1443453,hbo,subs,,,שָׁרָה,<uncertain>,2,4540
1443454,hbo,verb,,,רשׁשׁ,shatter,2,4540
1443455,hbo,subs,,,יָקוּשׁ,fowler,4,3479
1443456,hbo,subs,,,כְּלוּב,basket,3,3915
1443457,hbo,verb,,,עשׁת,be smooth?,1,5715
1443458,hbo,adjv,,,שַׁעֲרוּר,horrible,2,4540
1443459,hbo,nmpr,topo,,בֵּית הַכֶּרֶם,Beth Hakkerem,2,4540
1443460,hbo,adjv,,,נָוֶה,<uncertain>,2,4540
1443461,hbo,subs,,,עֵצָה,wood,1,5715
1443462,hbo,subs,,,בַּיִר,<uncertain>,1,5715
